AreaCode,name,type_school,type_nursery,address,shelter_type,capacity,レベル,lat,lon,id,target,id_mod,depth,duration,edge_id
13108.0,深川老人福祉センター平野児童館,0,1,東京都江東区平野1-2-3,避難所,47,1.0,35.678433,139.798654,8.0,1.0,2.0,1.16,28.28333333,-120525569#1
13108.0,第三商業高等学校,0,0,東京都江東区越中島3-3-1,避難所,87,1.0,35.662879,139.795709,8.0,1.0,2.0,0.18,0.0,174022662
13108.0,東京海洋大学,0,0,東京都江東区越中島2-1-6,避難所,112,1.0,35.667851,139.791765,8.0,1.0,2.0,0.4,0.0,367848147#4
13102.0,中央小学校,1,0,東京都中央区湊1-4-1,避難所,85,1.0,35.672294,139.778738,8.0,1.0,2.0,0.62,12.43333333,97685712#0
13102.0,佃中学校,1,0,東京都中央区佃2-3-2,避難所,380,1.0,35.667989,139.784987,8.0,1.0,2.0,0.0,0.0,257357821#4
13102.0,佃島小学校,1,0,東京都中央区佃2-3-1,避難所,320,1.0,35.668572,139.784599,8.0,1.0,2.0,0.0,0.0,296689963#2
13102.0,明正小学校,1,0,東京都中央区新2-13-4,避難所,120,1.0,35.676016,139.782126,8.0,1.0,2.0,1.12,652.7,97671395#5
13108.0,越中島小学校,1,0,東京都江東区越中島3-6-38,避難所,145,1.0,35.666073,139.79632,8.0,1.0,2.0,0.28,0.0,261328669
13108.0,深川第三中学校,1,0,東京都江東区越中島3-7-1,避難所,207,1.0,35.666768,139.795987,8.0,1.0,2.0,0.28,0.0,168663974#4
13108.0,深川第二中学校,1,0,東京都江東区冬木22-10,避難所,178,1.0,35.676461,139.800626,8.0,1.0,2.0,1.16,28.28333333,-120528221#0
13108.0,数矢小学校,1,0,東京都江東区富岡1-18-7,避難所,184,1.0,35.672823,139.800014,8.0,1.0,2.0,0.98,23.23333333,-152333576#0
13108.0,明治小学校,1,0,東京都江東区深川2-17-26,避難所,194,1.0,35.676128,139.797987,8.0,1.0,2.0,1.3,37.65,1057054850#1
13108.0,臨海小学校,1,0,東京都江東区門前仲町1-1-6,避難所,152,1.0,35.672489,139.793182,8.0,1.0,2.0,0.8,16.33333333,-133288284#4
13102.0,月島社会教育会館晴海分館「アートはるみ」,0,0,東京都中央区晴海1-4-1,地域福祉避難所,19,1.0,35.658869,139.785619,9.0,1.0,3.0,0.0,0.0,31283076#0
13102.0,特別養護老人ホーム「マイホームはるみ」,0,0,東京都中央区晴海1-5-1,広域福祉避難所,9,1.0,35.659962,139.78471,9.0,1.0,3.0,0.0,0.0,-46149196
13108.0,芝浦工業大学（豊洲キャンパス）,0,0,東京都江東区豊洲3-7-5,避難所,121,1.0,35.66093,139.795435,9.0,1.0,3.0,0.0,0.0,1028258369#0
13108.0,東雲児童館,0,1,東京都江東区東雲2-4-4-102,避難所,35,1.0,35.643937,139.799265,9.0,1.0,3.0,0.0,0.0,44883380#1
13108.0,東雲保育園,0,1,東京都江東区東雲1-8-5-101,避難所,24,1.0,35.644937,139.800237,9.0,1.0,3.0,0.0,0.0,-1027009172#1
13108.0,豊洲子ども家庭支援センター,0,0,東京都江東区豊洲5-5-1-201,避難所,9,3.0,35.65363,139.79607,9.0,1.0,3.0,0.0,0.0,-31283137#1
13108.0,豊洲文化センター,0,0,東京都江東区豊洲2-2-18,避難所,107,1.0,35.653872,139.794924,9.0,1.0,3.0,0.0,0.0,1028619481#0
13108.0,豊洲保育園,0,1,東京都江東区豊洲4-5-6-101,避難所,32,1.0,35.654713,139.799403,9.0,1.0,3.0,0.0,0.0,-100102319#1
13102.0,月島第一小学校,1,0,東京都中央区月島4-15-1,避難所,227,1.0,35.660851,139.780266,9.0,1.0,3.0,0.0,0.0,269150833#0
13102.0,月島第三小学校,1,0,東京都中央区晴海1-4-1,避難所,294,1.0,35.658879,139.785626,9.0,1.0,3.0,0.0,0.0,-31283076#0
13102.0,晴海中学校,1,0,東京都中央区晴海1-5-3,避難所,296,1.0,35.659546,139.784849,9.0,1.0,3.0,0.0,0.0,46149188
13108.0,深川第五中学校,1,0,東京都江東区豊洲4-11-18,避難所,246,1.0,35.652677,139.799157,9.0,1.0,3.0,0.0,0.0,1028619486#0
13108.0,豊洲小学校,1,0,東京都江東区豊洲4-4-4,避難所,355,1.0,35.654186,139.798764,9.0,1.0,3.0,0.0,0.0,30842114#0
13108.0,豊洲北小学校,1,0,東京都江東区豊洲3-6-1,避難所,264,3.0,35.658463,139.797824,9.0,1.0,3.0,0.0,0.0,-22823721#9
13108.0,アンフェリシオン,0,0,東京都江東区亀戸1-43-22,避難所,36,3.0,35.69679,139.82239,12.0,1.0,4.0,2.05,665.1666667,70330619#2
13108.0,スポーツ会館,0,0,東京都江東区北砂1-2-9,避難所,242,1.0,35.684474,139.821382,12.0,1.0,4.0,1.51,42.86666667,702450013
13108.0,つばめ幼稚園,0,1,東京都江東区扇橋3-20-13-101,避難所,11,1.0,35.684321,139.818957,12.0,1.0,4.0,2.23,661.75,70364448#1
13108.0,猿江保育園,0,1,東京都江東区猿江1-8-10,避難所,7,1.0,35.685405,139.813513,12.0,1.0,4.0,1.35,35.73333333,71470210#0
13108.0,科学技術高等学校,0,0,東京都江東区大島1-2-31,避難所,71,1.0,35.687127,139.822512,12.0,1.0,4.0,3.07,666.7166667,-154253469#2
13108.0,亀戸児童館,0,1,東京都江東区亀戸2-1-19,避難所,15,4.0,35.69778942,139.8216681,12.0,1.0,4.0,2.66,666.85,98593775#1
13108.0,元加賀幼稚園,0,1,東京都江東区白河4-9-17,避難所,16,1.0,35.682738,139.807598,12.0,1.0,4.0,0.26,0.0,71470206#14
13108.0,江東公会堂（ティアラこうとう）,0,0,東京都江東区住吉2-28-36,避難所,80,1.0,35.688496,139.819501,12.0,1.0,4.0,0.28,0.0,1057527744#3
13108.0,児童会館,0,0,東京都江東区住吉1-9-8,避難所,62,1.0,35.687571,139.812347,12.0,1.0,4.0,2.03,50.93333333,71470210#1
13108.0,森下児童館,0,1,東京都江東区森下3-14-6,避難所,9,4.0,35.6859682,139.8029656,12.0,1.0,4.0,1.74,45.28333333,-156919890#7
13108.0,森下文化センター,0,0,東京都江東区森下3-12-17,避難所,123,1.0,35.685151,139.802145,12.0,1.0,4.0,1.52,40.83333333,156919890#6
13108.0,森下保育園,0,1,東京都江東区森下3-14-6,避難所,15,1.0,35.685932,139.80296,12.0,1.0,4.0,1.74,45.28333333,168683397#1
13108.0,男女共同参画推進センター,0,0,東京都江東区扇橋3-22-2,避難所,64,1.0,35.68413,139.820162,12.0,1.0,4.0,0.43,0.0,-23288277#0
13108.0,北砂保育園,0,1,東京都江東区北砂1-1-4-101,避難所,12,1.0,35.682349,139.821734,12.0,1.0,4.0,1.4,37.73333333,24294870#9
13108.0,墨田工業高等学校,0,0,東京都江東区森下5-1-7,避難所,74,1.0,35.684905,139.807015,12.0,1.0,4.0,0.26,0.0,228090236
13108.0,毛利保育園,0,1,東京都江東区毛利2-1-14,避難所,16,1.0,35.690654,139.816207,12.0,1.0,4.0,2.24,53.68333333,59262038#0
13107.0,菊川小学校,1,0,東京都墨田区立川4-12-15,避難所,158,1.0,35.69157,139.807653,12.0,1.0,4.0,1.82,46.6,-103761129#0
13107.0,竪川中学校,1,0,東京都墨田区亀沢4-11-15,避難所,164,1.0,35.696847,139.805708,12.0,1.0,4.0,2.07,51.56666667,436048951#0
13107.0,中和小学校,1,0,東京都墨田区菊川1-18-10,避難所,142,1.0,35.690209,139.802737,12.0,1.0,4.0,1.77,45.78333333,103760989#0
13108.0,元加賀小学校,1,0,東京都江東区白河4-3-19,避難所,152,1.0,35.682238,139.808347,12.0,1.0,4.0,1.67,49.48333333,-71470206#14
13108.0,深川第一中学校,1,0,東京都江東区森下4-9-22,避難所,94,1.0,35.685266,139.805598,12.0,1.0,4.0,1.94,48.46666667,156919890#4
13108.0,深川第七中学校,1,0,東京都江東区毛利1-14-1,避難所,157,1.0,35.691348,139.813513,12.0,1.0,4.0,2.1,52.03333333,1256063070#1
13108.0,扇橋小学校,1,0,東京都江東区石島18-5,避難所,130,1.0,35.681461,139.811958,12.0,1.0,4.0,2.66,661.9,71470213#2
13108.0,第三亀戸中学校,1,0,東京都江東区亀戸1-12-10,避難所,182,1.0,35.695042,139.821234,12.0,1.0,4.0,2.05,665.1666667,70509860#2
13108.0,東川小学校,1,0,東京都江東区住吉1-12-2,避難所,135,1.0,35.688543,139.812514,12.0,1.0,4.0,2.03,50.93333333,304727895#2
13108.0,毛利小学校,1,0,東京都江東区毛利2-2-2,避難所,109,1.0,35.691431,139.816291,12.0,1.0,4.0,2.09,51.96666667,71470195#3
13108.0,ホテルイースト２１東京,0,0,東京都江東区東陽6-3-2,避難所,130,3.0,35.67446771,139.8146301,13.0,1.0,5.0,1.93,661.55,58209112
13108.0,みどり幼稚園,0,1,東京都江東区南砂2-3-3-101,避難所,25,4.0,35.67321151,139.822956,13.0,1.0,5.0,2.73,663.45,-1060224075#1
13108.0,教育センター東陽図書館,0,0,東京都江東区東陽2-3-6,避難所,100,1.0,35.667193,139.817133,13.0,1.0,5.0,0.4,0.0,286703477#1
13108.0,江東区文化センター,0,0,東京都江東区東陽4-11-3,避難所,144,1.0,35.672473,139.818337,13.0,1.0,5.0,3.22,663.3166667,58209119#0
13108.0,深川高等学校,0,0,東京都江東区東陽5-32-19,避難所,56,1.0,35.671129,139.815513,13.0,1.0,5.0,3.57,663.1833333,115591852#0
13108.0,深川北スポーツセンター,0,0,東京都江東区平野3-2-20,避難所,81,1.0,35.676889,139.804942,13.0,1.0,5.0,1.66,51.01666667,-228076693#0
13108.0,大江戸高等学校,0,0,東京都江東区千石3-2-11,避難所,104,1.0,35.679324,139.818052,13.0,1.0,5.0,2.94,662.3166667,-228514822#0
13108.0,東陽区民館、東陽子ども家庭支援センター,0,0,東京都江東区東陽3-1-2,避難所,32,3.0,35.66856,139.808569,13.0,1.0,5.0,0.93,23.58333333,-31053515#0
13108.0,東陽児童館,0,1,東京都江東区東陽5-16-13,避難所,18,4.0,35.6713779,139.811791,13.0,1.0,5.0,2.67,662.5166667,228076698#3
13108.0,東陽福祉会館,0,0,東京都江東区東陽6-2-17,避難所,38,1.0,35.674714,139.812363,13.0,1.0,5.0,0.0,0.0,986505886#2
13108.0,東陽保育園,0,1,東京都江東区東陽3-22-1-101,避難所,23,1.0,35.669184,139.813707,13.0,1.0,5.0,2.91,662.8,1028619491
13108.0,南砂児童館,0,1,東京都江東区南砂2-3-17,避難所,20,4.0,35.67115513,139.8231258,13.0,1.0,5.0,2.85,663.1,286703487#3
13108.0,南砂第三保育園,0,1,東京都江東区南砂2-3-3-102,避難所,19,1.0,35.673156,139.822956,13.0,1.0,5.0,2.73,663.45,1060224075#1
13108.0,南砂第四保育園,0,1,東京都江東区南砂2-3-4-101,避難所,18,1.0,35.67199,139.822929,13.0,1.0,5.0,2.73,663.45,286703487#1
13108.0,南砂第二保育園,0,1,東京都江東区南砂2-3-1-101,避難所,18,4.0,35.67031035,139.8219744,13.0,1.0,5.0,2.85,663.1,168663960#4
13108.0,旧南砂西小学校,1,0,東京都江東区南砂2-3-13,避難所,152,3.0,35.67199617,139.8212074,13.0,1.0,5.0,3.32,663.7,-746533321#3
13108.0,深川第四中学校,1,0,東京都江東区千石1-12-12,避難所,156,1.0,35.678933,139.812458,13.0,1.0,5.0,1.69,50.78333333,-228514822#7
13108.0,深川第八中学校,1,0,東京都江東区塩浜2-21-14,避難所,262,1.0,35.664796,139.811957,13.0,1.0,5.0,0.0,0.0,184314030
13108.0,深川第六中学校,1,0,東京都江東区平野3-6-13,避難所,102,1.0,35.678794,139.80557,13.0,1.0,5.0,2.0,660.6833333,184315497#2
13108.0,川南小学校,1,0,東京都江東区千石2-9-12,避難所,113,1.0,35.679794,139.816763,13.0,1.0,5.0,3.23,662.4666667,103945933#2
13108.0,第四砂町小学校,1,0,東京都江東区南砂2-13-18,避難所,99,1.0,35.674878,139.822068,13.0,1.0,5.0,3.96,663.9833333,-1060224075#0
13108.0,第二南砂中学校,1,0,東京都江東区南砂1-2-18,避難所,136,1.0,35.678017,139.821318,13.0,1.0,5.0,1.7,44.98333333,742072640
13108.0,東陽小学校,1,0,東京都江東区東陽3-27-12,避難所,204,1.0,35.670684,139.81554,13.0,1.0,5.0,2.91,662.8,744266431#0
13108.0,東陽中学校,1,0,東京都江東区東陽2-1-8,避難所,140,1.0,35.666907,139.814013,13.0,1.0,5.0,0.11,0.0,31303247#2
13108.0,南陽小学校,1,0,東京都江東区東陽2-1-20,避難所,151,1.0,35.668518,139.81379,13.0,1.0,5.0,0.11,0.0,168663961#3
13108.0,平久小学校,1,0,東京都江東区木場1-2-2,避難所,170,1.0,35.668101,139.802292,13.0,1.0,5.0,1.62,660.0166667,-168663981
13108.0,塩崎保育園,0,1,東京都江東区塩浜2-6-3,避難所,38,1.0,35.660935,139.808624,14.0,1.0,6.0,0.0,0.0,30998553
13108.0,枝川区民館,0,0,東京都江東区枝川3-6-16,避難所,43,1.0,35.658488,139.810303,14.0,1.0,6.0,0.0,0.0,368083811#2
13108.0,枝川幼稚園,0,1,東京都江東区枝川3-4-1-101,避難所,27,1.0,35.659463,139.808624,14.0,1.0,6.0,0.0,0.0,-31133931
13108.0,辰巳児童館,0,1,東京都江東区辰巳1-1-36,避難所,44,4.0,35.64757873,139.8089391,14.0,1.0,6.0,0.0,0.0,-1056328000
13108.0,辰巳第三保育園,0,1,東京都江東区辰巳1-10-81-101,避難所,33,1.0,35.648187,139.811374,14.0,1.0,6.0,0.0,0.0,1056330391
13108.0,辰巳第二保育園,0,1,東京都江東区辰巳1-10-65-101,避難所,24,1.0,35.648964,139.810708,14.0,1.0,6.0,0.0,0.0,1056328001
13108.0,潮見保育園,0,1,東京都江東区潮見1-29-15-101,避難所,40,1.0,35.655991,139.814707,14.0,1.0,6.0,0.0,0.0,174022686#2
13108.0,豊洲児童館,0,1,東京都江東区豊洲4-10-4-111,避難所,40,4.0,35.65401481,139.802673,14.0,1.0,6.0,0.0,0.0,31237829#3
13108.0,枝川小学校,1,0,東京都江東区枝川3-5-3,避難所,355,1.0,35.659602,139.80943,14.0,1.0,6.0,0.0,0.0,-429870959#3
13108.0,第二辰巳小学校,1,0,東京都江東区辰巳1-1-22,避難所,211,1.0,35.648353,139.808458,14.0,1.0,6.0,0.0,0.0,44884344#0
13108.0,辰巳小学校,1,0,東京都江東区辰巳1-11-1,避難所,236,1.0,35.646659,139.810041,14.0,1.0,6.0,0.0,0.0,174405496#0
13108.0,辰巳中学校,1,0,東京都江東区辰巳1-10-57,避難所,249,1.0,35.646826,139.811347,14.0,1.0,6.0,0.0,0.0,648435889#0
13108.0,わかば保育園,0,1,東京都江東区大島9-7-8-101,避難所,20,1.0,35.693987,139.844231,17.0,1.0,7.0,1.47,40.53333333,46655814
13108.0,亀戸文化センター,0,0,東京都江東区亀戸2-19-1,避難所,67,1.0,35.697645,139.82452,17.0,1.0,7.0,3.07,667.6,98593807
13108.0,砂町文化センター、砂町図書館,0,0,東京都江東区北砂5-1-7,避難所,104,1.0,35.680447,139.832031,17.0,1.0,7.0,5.21,671.05,-23243742
13108.0,城東高等学校,0,0,東京都江東区大島3-22-1,避難所,62,1.0,35.692876,139.829372,17.0,1.0,7.0,3.51,667.3,-99702562#1
13108.0,青少年センター,0,0,東京都江東区亀戸7-41-16,避難所,58,3.0,35.696823,139.837394,17.0,1.0,7.0,4.36,669.55,154458448#2
13108.0,大島子ども家庭支援センター,0,0,東京都江東区大島4-1-37,避難所,12,3.0,35.68739361,139.8281004,17.0,1.0,7.0,3.24,666.8666667,669100015#0
13108.0,大島保育園,0,1,東京都江東区大島5-53-1-101,避難所,17,1.0,35.686433,139.838343,17.0,1.0,7.0,2.81,666.6333333,70936546#0
13108.0,中央学院大学中央高等学校,0,0,東京都江東区亀戸7-65-12,避難所,63,1.0,35.695859,139.839875,17.0,1.0,7.0,4.77,669.7833333,-59525014
13108.0,東大島文化センター,0,0,東京都江東区大島8-33-9,避難所,71,1.0,35.689763,139.842385,17.0,1.0,7.0,4.59,668.2333333,208649499#0
13108.0,亀戸中学校,1,0,東京都江東区亀戸9-2-2,避難所,100,1.0,35.695293,139.841815,17.0,1.0,7.0,4.77,669.7833333,59525014
13108.0,亀高小学校,1,0,東京都江東区北砂5-20-16,避難所,115,1.0,35.685044,139.834232,17.0,1.0,7.0,4.19,666.3166667,88083360
13108.0,旧第三大島中学校,1,0,東京都江東区大島1-20-20,避難所,165,3.0,35.68563396,139.824988,17.0,1.0,7.0,2.1,664.2166667,70794980#1
13108.0,砂町中学校,1,0,東京都江東区北砂6-16-28,避難所,178,1.0,35.685238,139.837177,17.0,1.0,7.0,2.94,665.2,156575055#11
13108.0,小名木川小学校,1,0,東京都江東区北砂5-22-10,避難所,124,1.0,35.682405,139.831094,17.0,1.0,7.0,4.42,665.9833333,-313849721#0
13108.0,大島西中学校,1,0,東京都江東区大島4-1-23,避難所,96,1.0,35.686405,139.8279,17.0,1.0,7.0,3.24,666.8666667,70794980#3
13108.0,大島中学校,1,0,東京都江東区大島8-12-22,避難所,84,1.0,35.68671,139.839815,17.0,1.0,7.0,3.93,667.6833333,70936546#1
13108.0,大島南央小学校,1,0,東京都江東区大島4-18-5,避難所,120,3.0,35.687377,139.831538,17.0,1.0,7.0,4.65,669.9666667,154253461#1
13108.0,第一大島小学校,1,0,東京都江東区大島2-41-4,避難所,106,1.0,35.68996,139.825539,17.0,1.0,7.0,3.38,666.9666667,1057527740#3
13108.0,第五大島小学校,1,0,東京都江東区大島8-40-13,避難所,88,1.0,35.688127,139.844759,17.0,1.0,7.0,4.6,668.1833333,208649512#0
13108.0,第三大島小学校,1,0,東京都江東区大島9-5-3,避難所,139,1.0,35.69243,139.845197,17.0,1.0,7.0,3.71,667.55,-46655815#1
13108.0,第四砂町中学校,1,0,東京都江東区北砂5-20-17,避難所,128,1.0,35.684822,139.831677,17.0,1.0,7.0,4.25,666.65,-70794980#5
13108.0,第四大島小学校,1,0,東京都江東区大島6-7-8,避難所,130,1.0,35.691154,139.834399,17.0,1.0,7.0,3.96,667.7833333,196629586#2
13108.0,第二亀戸小学校,1,0,東京都江東区亀戸6-36-1,避難所,83,1.0,35.695515,139.830094,17.0,1.0,7.0,4.05,669.0666667,70330617#1
13108.0,第二大島小学校,1,0,東京都江東区大島3-16-2,避難所,92,1.0,35.689988,139.829733,17.0,1.0,7.0,4.27,667.85,70794981#0
13108.0,第二大島中学校,1,0,東京都江東区大島3-27-18,避難所,91,1.0,35.691654,139.831538,17.0,1.0,7.0,3.62,667.5333333,154253454#1
13108.0,第六砂町小学校,1,0,東京都江東区北砂6-26-6,避難所,81,1.0,35.682183,139.83851,17.0,1.0,7.0,4.63,666.4333333,-871138585#3
13108.0,東砂小学校,1,0,東京都江東区東砂2-12-14,避難所,111,1.0,35.683378,139.844343,17.0,1.0,7.0,4.05,666.0166667,-161392635#0
13108.0,北砂小学校,1,0,東京都江東区北砂1-3-36,避難所,124,1.0,35.683183,139.823651,17.0,1.0,7.0,2.88,665.5333333,24294873#0
13108.0,江東図書館,0,0,東京都江東区南砂6-7-52,避難所,4,1.0,35.671795,139.834053,18.0,1.0,8.0,4.84,670.85,693896095
13108.0,城東老人福祉センター,0,0,東京都江東区北砂4-20-12,避難所,20,1.0,35.67742628,139.8318208,18.0,1.0,8.0,5.12,671.0,23243740
13108.0,東高等学校,0,0,東京都江東区東砂7-19-24,避難所,105,1.0,35.673684,139.837233,18.0,1.0,8.0,2.46,662.8833333,-34078514
13108.0,東砂スポーツセンター,0,0,東京都江東区東砂4-24-1,避難所,59,1.0,35.679187,139.839444,18.0,1.0,8.0,4.57,666.2833333,-161392518#3
13108.0,東砂第四保育園,0,1,東京都江東区東砂7-17-35-101,避難所,16,1.0,35.674073,139.838482,18.0,1.0,8.0,2.46,662.8833333,1057054858#1
13108.0,東砂福祉会館、東砂児童館,0,1,東京都江東区東砂7-15-3,避難所,41,1.0,35.674629,139.839705,18.0,1.0,8.0,2.46,662.8833333,-46655426#1
13108.0,南砂子ども家庭支援センター,0,0,東京都江東区南砂3-14-1-101,避難所,25,3.0,35.66885103,139.8316956,18.0,1.0,8.0,0.0,0.0,88954527#2
13108.0,南砂第一保育園,0,1,東京都江東区南砂4-4-1-102,避難所,15,1.0,35.674628,139.828539,18.0,1.0,8.0,2.54,663.6666667,1057050913#0
13108.0,砂町小学校,1,0,東京都江東区北砂4-13-23,避難所,110,1.0,35.677406,139.829011,18.0,1.0,8.0,4.86,670.8166667,-228056325#4
13108.0,第五砂町小学校,1,0,東京都江東区東砂8-11-5,避難所,106,1.0,35.667491,139.839288,18.0,1.0,8.0,4.97,671.1333333,185216952
13108.0,第三砂町小学校,1,0,東京都江東区南砂6-3-13,避難所,148,4.0,35.672656,139.833233,18.0,1.0,8.0,4.99,670.6,154083062
13108.0,第三砂町中学校,1,0,東京都江東区南砂3-10-3,避難所,182,4.0,35.669796,139.830067,18.0,1.0,8.0,2.81,663.8666667,88954527#0
13108.0,第七砂町小学校,1,0,東京都江東区東砂3-21-5,避難所,135,1.0,35.678934,139.84251,18.0,1.0,8.0,4.72,666.3333333,161392508
13108.0,第二砂町小学校,1,0,東京都江東区東砂7-17-30,避難所,220,1.0,35.674879,139.83876,18.0,1.0,8.0,2.46,662.8833333,-1057054858#1
13108.0,第二砂町中学校,1,0,東京都江東区東砂8-10-9,避難所,99,1.0,35.668352,139.839566,18.0,1.0,8.0,4.97,671.1333333,58672755#1
13108.0,南砂小学校,1,0,東京都江東区南砂2-3-21,避難所,120,1.0,35.671906,139.824984,18.0,1.0,8.0,3.44,663.9,-1301304519#2
13108.0,南砂中学校,1,0,東京都江東区南砂2-3-20,避難所,159,1.0,35.673351,139.823678,18.0,1.0,8.0,2.73,663.45,349459713#0
13101.0,ちよだパークサイドプラザ,0,0,東京都千代田区神田和泉町1,指定避難所、地区救援センター,136,3.0,35.699319,139.778599,1.0,0.0,10.0,2.09,660.5333333,-231524291#0
13101.0,昌平童夢館,0,0,東京都千代田区外神田3-4-7,指定避難所、地区救援センター,136,3.0,35.701152,139.769904,1.0,0.0,10.0,0.78,15.43333333,41519045#2
13105.0,湯島児童館,0,1,東京都文京区本郷3-10-18,避難所,15,4.0,35.70381782,139.7638097,1.0,0.0,10.0,0.0,0.0,-23443416#1
13105.0,湯島幼稚園,0,1,東京都文京区本郷3-10-18,避難所,15,1.0,35.703957,139.763599,1.0,0.0,10.0,0.0,0.0,149415593#0
13105.0,本郷児童館,0,1,東京都文京区本郷5-30-8,避難所,15,1.0,35.71165,139.758266,1.0,0.0,10.0,0.0,0.0,866351232#4
13106.0,台東一丁目区民館,0,0,東京都台東区台東1-25-5,避難所,136,1.0,35.701772,139.7779,1.0,0.0,10.0,2.64,661.6833333,89881861#1
