Ap,eta1,eta2,eta3
0.03149387631132398,1.0003304813212386,0.4308415370374541,0.4792842890190923
0.33718854610900517,1.0413927727015588,0.2350888728669821,1.0000000016210555e-05
0.2032919311536823,0.8727428130037833,0.2035678168947662,0.19436233965018482
0.19175786062803912,0.9656721962506354,0.18142989299520298,0.1775019143615436
0.13440602068591276,1.0060341079421207,0.553510716186906,0.05410435165313453
0.1977277155361316,0.9443929946456322,0.18442029471726573,0.185270133827786
0.20071909563083556,0.9178839009474123,0.2018815570168017,0.18944420881433213
0.08121394503541417,0.9990994014999839,0.6906939899254905,1.002359956155946e-05
0.1888473659242923,0.9432874847108799,0.17839045221649488,0.17503011522056894
